,transaction_id,date,account_id,account_type,category,vendor,amount,type,status,balance_after_transaction,total_spent,transaction_count,initial_balance,ending_balance,credit_limit,total_spent_total,transaction_count_total,total_spent_total,transaction_count_total
398,399,2023-02-03,1,Checking,Entertainment,Movie Theater,87.71,credit,completed,-12795.679999999997,,,5000,,,10627.59,70.0,16169.18,108
399,400,2023-02-04,1,Checking,Shopping,Amazon,75.46,debit,pending,-12871.139999999996,,,5000,,,9529.24,63.0,15401.48,101
400,401,2023-02-05,1,Checking,Healthcare,Walgreens,188.11,credit,completed,-12683.029999999995,,,5000,,,13175.28,80.0,16608.36,106
401,402,2023-02-06,1,Checking,Entertainment,Spotify,52.22,credit,completed,-12630.809999999996,,,5000,,,10627.59,70.0,16169.18,108
402,403,2023-02-07,1,Checking,Entertainment,Movie Theater,273.96,debit,completed,-12904.769999999995,,,5000,,,10627.59,70.0,16169.18,108
403,404,2023-02-08,1,Checking,Utilities,Con Edison,108.97,credit,completed,-12795.799999999996,,,5000,,,8867.09,61.0,13999.15,95
404,405,2023-02-09,1,Checking,Rent,Rent Payment,161.35,debit,completed,-12957.149999999996,,,5000,,,10299.59,68.0,17219.66,110
405,406,2023-02-10,1,Checking,Shopping,Amazon,130.3,debit,completed,-13087.449999999995,,,5000,,,9529.24,63.0,15401.48,101
406,407,2023-02-11,1,Checking,Groceries,Walmart,139.43,debit,completed,-13226.879999999996,,,5000,,,8829.12,62.0,14691.57,101
407,408,2023-02-12,1,Checking,Rent,Rent Payment,127.09,debit,completed,-13353.969999999996,,,5000,,,10299.59,68.0,17219.66,110
408,409,2023-02-13,1,Checking,Shopping,Best Buy,6.08,debit,pending,-13360.049999999996,,,5000,,,9529.24,63.0,15401.48,101
409,410,2023-02-14,1,Checking,Utilities,Con Edison,190.84,debit,completed,-13550.889999999996,,,5000,,,8867.09,61.0,13999.15,95
410,411,2023-02-15,1,Checking,Groceries,Trader Joe's,247.02,debit,pending,-13797.909999999996,,,5000,,,8829.12,62.0,14691.57,101
411,412,2023-02-16,1,Checking,Groceries,Whole Foods,69.54,debit,completed,-13867.449999999997,,,5000,,,8829.12,62.0,14691.57,101
412,413,2023-02-17,1,Checking,Dining,Starbucks,104.35,credit,completed,-13763.099999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
413,414,2023-02-18,1,Checking,Shopping,Best Buy,10.27,debit,completed,-13773.369999999997,,,5000,,,9529.24,63.0,15401.48,101
414,415,2023-02-19,1,Checking,Rent,Rent Payment,285.13,credit,completed,-13488.239999999998,,,5000,,,10299.59,68.0,17219.66,110
415,416,2023-02-20,1,Checking,Healthcare,CVS,176.68,debit,completed,-13664.919999999998,,,5000,,,13175.28,80.0,16608.36,106
416,417,2023-02-21,1,Checking,Healthcare,CVS,227.4,debit,completed,-13892.319999999998,,,5000,,,13175.28,80.0,16608.36,106
417,418,2023-02-22,1,Checking,Shopping,Target,187.24,credit,completed,-13705.079999999998,,,5000,,,9529.24,63.0,15401.48,101
418,419,2023-02-23,1,Checking,Entertainment,Movie Theater,91.47,credit,completed,-13613.609999999999,,,5000,,,10627.59,70.0,16169.18,108
419,420,2023-02-24,1,Checking,Dining,Chipotle,161.0,credit,completed,-13452.609999999999,,,5000,,,13425.619999999999,79.0,19737.97,120
420,421,2023-02-25,1,Checking,Groceries,Whole Foods,66.24,debit,completed,-13518.849999999999,,,5000,,,8829.12,62.0,14691.57,101
421,422,2023-02-26,1,Checking,Groceries,Whole Foods,219.56,debit,completed,-13738.409999999998,,,5000,,,8829.12,62.0,14691.57,101
422,423,2023-02-27,1,Checking,Groceries,Trader Joe's,121.86,credit,completed,-13616.549999999997,,,5000,,,8829.12,62.0,14691.57,101
423,424,2023-02-28,1,Checking,Healthcare,Walgreens,142.24,debit,completed,-13758.789999999997,,,5000,,,13175.28,80.0,16608.36,106
424,425,2023-03-01,1,Checking,Dining,Chipotle,174.34,credit,completed,-13584.449999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
425,426,2023-03-02,1,Checking,Shopping,Amazon,180.11,debit,completed,-13764.559999999998,,,5000,,,9529.24,63.0,15401.48,101
426,427,2023-03-03,1,Checking,Entertainment,Netflix,185.96,debit,completed,-13950.519999999997,,,5000,,,10627.59,70.0,16169.18,108
427,428,2023-03-04,1,Checking,Rent,Rent Payment,266.42,debit,completed,-14216.939999999997,,,5000,,,10299.59,68.0,17219.66,110
428,429,2023-03-05,1,Checking,Rent,Rent Payment,136.59,credit,completed,-14080.349999999997,,,5000,,,10299.59,68.0,17219.66,110
429,430,2023-03-06,1,Checking,Healthcare,CVS,172.82,debit,completed,-14253.169999999996,,,5000,,,13175.28,80.0,16608.36,106
430,431,2023-03-07,1,Checking,Rent,Rent Payment,166.17,debit,completed,-14419.339999999997,,,5000,,,10299.59,68.0,17219.66,110
431,432,2023-03-08,1,Checking,Rent,Rent Payment,18.92,debit,completed,-14438.259999999997,,,5000,,,10299.59,68.0,17219.66,110
432,433,2023-03-09,1,Checking,Shopping,Best Buy,167.25,debit,completed,-14605.509999999997,,,5000,,,9529.24,63.0,15401.48,101
433,434,2023-03-10,1,Checking,Groceries,Trader Joe's,68.4,credit,completed,-14537.109999999997,,,5000,,,8829.12,62.0,14691.57,101
434,435,2023-03-11,1,Checking,Shopping,Target,42.12,debit,completed,-14579.229999999998,,,5000,,,9529.24,63.0,15401.48,101
435,436,2023-03-12,1,Checking,Healthcare,CVS,139.87,debit,completed,-14719.099999999999,,,5000,,,13175.28,80.0,16608.36,106
436,437,2023-03-13,1,Checking,Rent,Rent Payment,263.53,debit,completed,-14982.63,,,5000,,,10299.59,68.0,17219.66,110
437,438,2023-03-14,1,Checking,Groceries,Whole Foods,265.67,credit,completed,-14716.96,,,5000,,,8829.12,62.0,14691.57,101
438,439,2023-03-15,1,Checking,Utilities,Comcast,53.62,debit,completed,-14770.58,,,5000,,,8867.09,61.0,13999.15,95
439,440,2023-03-16,1,Checking,Dining,Chipotle,275.13,credit,completed,-14495.45,,,5000,,,13425.619999999999,79.0,19737.97,120
440,441,2023-03-17,1,Checking,Groceries,Walmart,130.95,debit,completed,-14626.400000000001,,,5000,,,8829.12,62.0,14691.57,101
441,442,2023-03-18,1,Checking,Utilities,Comcast,212.22,debit,completed,-14838.62,,,5000,,,8867.09,61.0,13999.15,95
442,443,2023-03-19,1,Checking,Groceries,Trader Joe's,124.36,debit,completed,-14962.980000000001,,,5000,,,8829.12,62.0,14691.57,101
443,444,2023-03-20,1,Checking,Dining,McDonald's,8.92,debit,completed,-14971.900000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
444,445,2023-03-21,1,Checking,Healthcare,Walgreens,167.65,debit,completed,-15139.550000000001,,,5000,,,13175.28,80.0,16608.36,106
445,446,2023-03-22,1,Checking,Dining,Starbucks,289.88,debit,completed,-15429.43,,,5000,,,13425.619999999999,79.0,19737.97,120
446,447,2023-03-23,1,Checking,Rent,Rent Payment,102.41,debit,completed,-15531.84,,,5000,,,10299.59,68.0,17219.66,110
447,448,2023-03-24,1,Checking,Dining,McDonald's,30.59,debit,pending,-15562.43,,,5000,,,13425.619999999999,79.0,19737.97,120
448,449,2023-03-25,1,Checking,Utilities,Comcast,52.01,debit,completed,-15614.44,,,5000,,,8867.09,61.0,13999.15,95
449,450,2023-03-26,1,Checking,Entertainment,Spotify,199.25,credit,pending,-15415.19,,,5000,,,10627.59,70.0,16169.18,108
450,451,2023-03-27,1,Checking,Rent,Rent Payment,199.7,debit,completed,-15614.890000000001,,,5000,,,10299.59,68.0,17219.66,110
451,452,2023-03-28,1,Checking,Shopping,Best Buy,19.27,debit,completed,-15634.160000000002,,,5000,,,9529.24,63.0,15401.48,101
452,453,2023-03-29,1,Checking,Healthcare,CVS,269.87,debit,completed,-15904.030000000002,,,5000,,,13175.28,80.0,16608.36,106
453,454,2023-03-30,1,Checking,Groceries,Walmart,12.4,credit,completed,-15891.630000000003,,,5000,,,8829.12,62.0,14691.57,101
454,455,2023-03-31,1,Checking,Utilities,Comcast,51.73,debit,completed,-15943.360000000002,,,5000,,,8867.09,61.0,13999.15,95
455,456,2023-04-01,1,Checking,Shopping,Target,22.53,debit,completed,-15965.890000000003,,,5000,,,9529.24,63.0,15401.48,101
456,457,2023-04-02,1,Checking,Rent,Rent Payment,132.64,debit,completed,-16098.530000000002,,,5000,,,10299.59,68.0,17219.66,110
457,458,2023-04-03,1,Checking,Utilities,Comcast,234.05,debit,completed,-16332.580000000002,,,5000,,,8867.09,61.0,13999.15,95
458,459,2023-04-04,1,Checking,Groceries,Whole Foods,295.72,debit,completed,-16628.300000000003,,,5000,,,8829.12,62.0,14691.57,101
459,460,2023-04-05,1,Checking,Shopping,Amazon,237.06,debit,completed,-16865.360000000004,,,5000,,,9529.24,63.0,15401.48,101
460,461,2023-04-06,1,Checking,Healthcare,CVS,87.38,debit,completed,-16952.740000000005,,,5000,,,13175.28,80.0,16608.36,106
461,462,2023-04-07,1,Checking,Healthcare,Walgreens,81.89,debit,completed,-17034.630000000005,,,5000,,,13175.28,80.0,16608.36,106
462,463,2023-04-08,1,Checking,Dining,Chipotle,239.61,credit,pending,-16795.020000000004,,,5000,,,13425.619999999999,79.0,19737.97,120
463,464,2023-04-09,1,Checking,Healthcare,CVS,48.3,debit,completed,-16843.320000000003,,,5000,,,13175.28,80.0,16608.36,106
464,465,2023-04-10,1,Checking,Groceries,Walmart,258.9,credit,completed,-16584.420000000002,,,5000,,,8829.12,62.0,14691.57,101
465,466,2023-04-11,1,Checking,Healthcare,Walgreens,37.11,debit,completed,-16621.530000000002,,,5000,,,13175.28,80.0,16608.36,106
466,467,2023-04-12,1,Checking,Entertainment,Netflix,10.13,debit,completed,-16631.660000000003,,,5000,,,10627.59,70.0,16169.18,108
467,468,2023-04-13,1,Checking,Dining,McDonald's,253.62,debit,completed,-16885.280000000002,,,5000,,,13425.619999999999,79.0,19737.97,120
468,469,2023-04-14,1,Checking,Healthcare,Walgreens,80.88,debit,completed,-16966.160000000003,,,5000,,,13175.28,80.0,16608.36,106
469,470,2023-04-15,1,Checking,Rent,Rent Payment,292.7,debit,completed,-17258.860000000004,,,5000,,,10299.59,68.0,17219.66,110
470,471,2023-04-16,1,Checking,Dining,McDonald's,289.85,credit,completed,-16969.010000000006,,,5000,,,13425.619999999999,79.0,19737.97,120
471,472,2023-04-17,1,Checking,Rent,Rent Payment,239.57,credit,completed,-16729.440000000006,,,5000,,,10299.59,68.0,17219.66,110
472,473,2023-04-18,1,Checking,Entertainment,Movie Theater,206.3,debit,completed,-16935.740000000005,,,5000,,,10627.59,70.0,16169.18,108
473,474,2023-04-19,1,Checking,Groceries,Trader Joe's,136.85,debit,completed,-17072.590000000004,,,5000,,,8829.12,62.0,14691.57,101
474,475,2023-04-20,1,Checking,Healthcare,Walgreens,286.96,debit,completed,-17359.550000000003,,,5000,,,13175.28,80.0,16608.36,106
475,476,2023-04-21,1,Checking,Entertainment,Spotify,25.8,debit,completed,-17385.350000000002,,,5000,,,10627.59,70.0,16169.18,108
476,477,2023-04-22,1,Checking,Groceries,Walmart,169.73,credit,pending,-17215.620000000003,,,5000,,,8829.12,62.0,14691.57,101
477,478,2023-04-23,1,Checking,Utilities,Comcast,199.5,debit,completed,-17415.120000000003,,,5000,,,8867.09,61.0,13999.15,95
478,479,2023-04-24,1,Checking,Healthcare,Walgreens,67.59,credit,completed,-17347.530000000002,,,5000,,,13175.28,80.0,16608.36,106
479,480,2023-04-25,1,Checking,Shopping,Best Buy,247.16,debit,completed,-17594.690000000002,,,5000,,,9529.24,63.0,15401.48,101
480,481,2023-04-26,1,Checking,Shopping,Best Buy,226.05,credit,completed,-17368.640000000003,,,5000,,,9529.24,63.0,15401.48,101
481,482,2023-04-27,1,Checking,Healthcare,CVS,25.17,debit,completed,-17393.81,,,5000,,,13175.28,80.0,16608.36,106
482,483,2023-04-28,1,Checking,Entertainment,Netflix,53.18,debit,completed,-17446.99,,,5000,,,10627.59,70.0,16169.18,108
483,484,2023-04-29,1,Checking,Dining,McDonald's,112.18,credit,completed,-17334.81,,,5000,,,13425.619999999999,79.0,19737.97,120
484,485,2023-04-30,1,Checking,Entertainment,Netflix,273.16,debit,completed,-17607.97,,,5000,,,10627.59,70.0,16169.18,108
485,486,2023-05-01,1,Checking,Healthcare,Walgreens,148.12,debit,completed,-17756.09,,,5000,,,13175.28,80.0,16608.36,106
486,487,2023-05-02,1,Checking,Dining,Chipotle,122.83,credit,completed,-17633.26,,,5000,,,13425.619999999999,79.0,19737.97,120
487,488,2023-05-03,1,Checking,Healthcare,CVS,135.34,debit,completed,-17768.6,,,5000,,,13175.28,80.0,16608.36,106
488,489,2023-05-04,1,Checking,Groceries,Whole Foods,107.58,credit,completed,-17661.019999999997,,,5000,,,8829.12,62.0,14691.57,101
489,490,2023-05-05,1,Checking,Groceries,Walmart,104.98,debit,completed,-17765.999999999996,,,5000,,,8829.12,62.0,14691.57,101
490,491,2023-05-06,1,Checking,Rent,Rent Payment,11.08,debit,completed,-17777.079999999998,,,5000,,,10299.59,68.0,17219.66,110
491,492,2023-05-07,1,Checking,Entertainment,Movie Theater,224.51,debit,completed,-18001.589999999997,,,5000,,,10627.59,70.0,16169.18,108
492,493,2023-05-08,1,Checking,Groceries,Whole Foods,89.7,debit,completed,-18091.289999999997,,,5000,,,8829.12,62.0,14691.57,101
493,494,2023-05-09,1,Checking,Groceries,Trader Joe's,19.45,debit,completed,-18110.739999999998,,,5000,,,8829.12,62.0,14691.57,101
494,495,2023-05-10,1,Checking,Dining,Starbucks,295.37,debit,completed,-18406.109999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
495,496,2023-05-11,1,Checking,Groceries,Whole Foods,256.41,debit,completed,-18662.519999999997,,,5000,,,8829.12,62.0,14691.57,101
496,497,2023-05-12,1,Checking,Healthcare,CVS,70.4,debit,completed,-18732.92,,,5000,,,13175.28,80.0,16608.36,106
497,498,2023-05-13,1,Checking,Dining,Chipotle,179.86,debit,completed,-18912.78,,,5000,,,13425.619999999999,79.0,19737.97,120
498,499,2023-05-14,1,Checking,Entertainment,Netflix,107.57,credit,completed,-18805.21,,,5000,,,10627.59,70.0,16169.18,108
499,500,2023-05-15,1,Checking,Entertainment,Netflix,114.94,debit,completed,-18920.149999999998,,,5000,,,10627.59,70.0,16169.18,108
500,501,2023-05-16,1,Checking,Groceries,Walmart,217.25,debit,completed,-19137.399999999998,,,5000,,,8829.12,62.0,14691.57,101
501,502,2023-05-17,1,Checking,Rent,Rent Payment,97.35,debit,completed,-19234.749999999996,,,5000,,,10299.59,68.0,17219.66,110
502,503,2023-05-18,1,Checking,Healthcare,CVS,82.14,credit,completed,-19152.609999999997,,,5000,,,13175.28,80.0,16608.36,106
503,504,2023-05-19,1,Checking,Rent,Rent Payment,165.58,debit,completed,-19318.19,,,5000,,,10299.59,68.0,17219.66,110
504,505,2023-05-20,1,Checking,Entertainment,Spotify,32.52,debit,completed,-19350.71,,,5000,,,10627.59,70.0,16169.18,108
505,506,2023-05-21,1,Checking,Groceries,Whole Foods,14.35,debit,completed,-19365.059999999998,,,5000,,,8829.12,62.0,14691.57,101
506,507,2023-05-22,1,Checking,Healthcare,CVS,64.01,debit,completed,-19429.069999999996,,,5000,,,13175.28,80.0,16608.36,106
507,508,2023-05-23,1,Checking,Rent,Rent Payment,52.29,debit,completed,-19481.359999999997,,,5000,,,10299.59,68.0,17219.66,110
508,509,2023-05-24,1,Checking,Utilities,Comcast,115.19,credit,completed,-19366.17,,,5000,,,8867.09,61.0,13999.15,95
509,510,2023-05-25,1,Checking,Shopping,Best Buy,226.92,credit,completed,-19139.25,,,5000,,,9529.24,63.0,15401.48,101
510,511,2023-05-26,1,Checking,Healthcare,CVS,46.21,debit,completed,-19185.46,,,5000,,,13175.28,80.0,16608.36,106
511,512,2023-05-27,1,Checking,Shopping,Best Buy,129.62,debit,completed,-19315.079999999998,,,5000,,,9529.24,63.0,15401.48,101
512,513,2023-05-28,1,Checking,Utilities,Con Edison,179.29,debit,completed,-19494.37,,,5000,,,8867.09,61.0,13999.15,95
513,514,2023-05-29,1,Checking,Shopping,Best Buy,187.76,credit,completed,-19306.61,,,5000,,,9529.24,63.0,15401.48,101
514,515,2023-05-30,1,Checking,Utilities,Comcast,40.19,debit,completed,-19346.8,,,5000,,,8867.09,61.0,13999.15,95
515,516,2023-05-31,1,Checking,Dining,McDonald's,222.76,credit,completed,-19124.04,,,5000,,,13425.619999999999,79.0,19737.97,120
516,517,2023-06-01,1,Checking,Shopping,Amazon,292.35,debit,completed,-19416.39,,,5000,,,9529.24,63.0,15401.48,101
517,518,2023-06-02,1,Checking,Entertainment,Movie Theater,60.71,debit,completed,-19477.1,,,5000,,,10627.59,70.0,16169.18,108
518,519,2023-06-03,1,Checking,Dining,Starbucks,261.31,debit,pending,-19738.41,,,5000,,,13425.619999999999,79.0,19737.97,120
519,520,2023-06-04,1,Checking,Healthcare,CVS,108.63,debit,completed,-19847.04,,,5000,,,13175.28,80.0,16608.36,106
520,521,2023-06-05,1,Checking,Utilities,Con Edison,87.42,debit,completed,-19934.46,,,5000,,,8867.09,61.0,13999.15,95
521,522,2023-06-06,1,Checking,Groceries,Whole Foods,196.74,credit,completed,-19737.719999999998,,,5000,,,8829.12,62.0,14691.57,101
522,523,2023-06-07,1,Checking,Dining,Chipotle,55.75,debit,completed,-19793.469999999998,,,5000,,,13425.619999999999,79.0,19737.97,120
523,524,2023-06-08,1,Checking,Utilities,Comcast,172.32,debit,completed,-19965.789999999997,,,5000,,,8867.09,61.0,13999.15,95
524,525,2023-06-09,1,Checking,Groceries,Whole Foods,234.99,credit,completed,-19730.799999999996,,,5000,,,8829.12,62.0,14691.57,101
525,526,2023-06-10,1,Checking,Healthcare,CVS,209.92,credit,completed,-19520.879999999997,,,5000,,,13175.28,80.0,16608.36,106
526,527,2023-06-11,1,Checking,Rent,Rent Payment,46.39,debit,completed,-19567.269999999997,,,5000,,,10299.59,68.0,17219.66,110
527,528,2023-06-12,1,Checking,Utilities,Con Edison,215.0,credit,completed,-19352.269999999997,,,5000,,,8867.09,61.0,13999.15,95
528,529,2023-06-13,1,Checking,Groceries,Whole Foods,83.22,credit,completed,-19269.049999999996,,,5000,,,8829.12,62.0,14691.57,101
529,530,2023-06-14,1,Checking,Dining,Chipotle,200.18,credit,completed,-19068.869999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
530,531,2023-06-15,1,Checking,Shopping,Target,53.0,debit,pending,-19121.869999999995,,,5000,,,9529.24,63.0,15401.48,101
531,532,2023-06-16,1,Checking,Utilities,Comcast,20.94,debit,completed,-19142.809999999994,,,5000,,,8867.09,61.0,13999.15,95
532,533,2023-06-17,1,Checking,Entertainment,Spotify,128.76,debit,completed,-19271.569999999992,,,5000,,,10627.59,70.0,16169.18,108
533,534,2023-06-18,1,Checking,Utilities,Comcast,89.01,debit,completed,-19360.57999999999,,,5000,,,8867.09,61.0,13999.15,95
534,535,2023-06-19,1,Checking,Dining,Chipotle,21.51,debit,pending,-19382.08999999999,,,5000,,,13425.619999999999,79.0,19737.97,120
535,536,2023-06-20,1,Checking,Entertainment,Spotify,239.39,credit,completed,-19142.69999999999,,,5000,,,10627.59,70.0,16169.18,108
536,537,2023-06-21,1,Checking,Shopping,Best Buy,80.2,credit,completed,-19062.49999999999,,,5000,,,9529.24,63.0,15401.48,101
537,538,2023-06-22,1,Checking,Groceries,Walmart,125.42,debit,completed,-19187.919999999987,,,5000,,,8829.12,62.0,14691.57,101
538,539,2023-06-23,1,Checking,Healthcare,Walgreens,275.65,debit,completed,-19463.56999999999,,,5000,,,13175.28,80.0,16608.36,106
539,540,2023-06-24,1,Checking,Entertainment,Netflix,253.07,debit,completed,-19716.63999999999,,,5000,,,10627.59,70.0,16169.18,108
540,541,2023-06-25,1,Checking,Utilities,Comcast,121.33,debit,completed,-19837.96999999999,,,5000,,,8867.09,61.0,13999.15,95
541,542,2023-06-26,1,Checking,Healthcare,CVS,128.23,debit,completed,-19966.19999999999,,,5000,,,13175.28,80.0,16608.36,106
542,543,2023-06-27,1,Checking,Healthcare,Walgreens,50.94,debit,completed,-20017.13999999999,,,5000,,,13175.28,80.0,16608.36,106
543,544,2023-06-28,1,Checking,Groceries,Whole Foods,264.62,credit,completed,-19752.51999999999,,,5000,,,8829.12,62.0,14691.57,101
544,545,2023-06-29,1,Checking,Rent,Rent Payment,151.19,credit,completed,-19601.32999999999,,,5000,,,10299.59,68.0,17219.66,110
545,546,2023-06-30,1,Checking,Dining,Starbucks,44.42,debit,completed,-19645.74999999999,,,5000,,,13425.619999999999,79.0,19737.97,120
546,547,2023-07-01,1,Checking,Utilities,Comcast,140.62,debit,completed,-19786.369999999988,,,5000,,,8867.09,61.0,13999.15,95
547,548,2023-07-02,1,Checking,Utilities,Con Edison,236.26,debit,pending,-20022.629999999986,,,5000,,,8867.09,61.0,13999.15,95
548,549,2023-07-03,1,Checking,Dining,McDonald's,170.75,debit,completed,-20193.379999999986,,,5000,,,13425.619999999999,79.0,19737.97,120
549,550,2023-07-04,1,Checking,Entertainment,Spotify,9.06,debit,completed,-20202.439999999988,,,5000,,,10627.59,70.0,16169.18,108
550,551,2023-07-05,1,Checking,Utilities,Con Edison,16.65,debit,completed,-20219.08999999999,,,5000,,,8867.09,61.0,13999.15,95
551,552,2023-07-06,1,Checking,Rent,Rent Payment,289.87,credit,completed,-19929.21999999999,,,5000,,,10299.59,68.0,17219.66,110
552,553,2023-07-07,1,Checking,Shopping,Target,136.55,debit,completed,-20065.76999999999,,,5000,,,9529.24,63.0,15401.48,101
553,554,2023-07-08,1,Checking,Dining,McDonald's,114.85,debit,completed,-20180.619999999988,,,5000,,,13425.619999999999,79.0,19737.97,120
554,555,2023-07-09,1,Checking,Rent,Rent Payment,177.01,debit,completed,-20357.629999999986,,,5000,,,10299.59,68.0,17219.66,110
555,556,2023-07-10,1,Checking,Utilities,Comcast,68.05,credit,completed,-20289.579999999987,,,5000,,,8867.09,61.0,13999.15,95
556,557,2023-07-11,1,Checking,Utilities,Con Edison,59.06,debit,completed,-20348.63999999999,,,5000,,,8867.09,61.0,13999.15,95
557,558,2023-07-12,1,Checking,Rent,Rent Payment,260.33,debit,pending,-20608.96999999999,,,5000,,,10299.59,68.0,17219.66,110
558,559,2023-07-13,1,Checking,Entertainment,Spotify,219.83,credit,completed,-20389.13999999999,,,5000,,,10627.59,70.0,16169.18,108
559,560,2023-07-14,1,Checking,Shopping,Amazon,38.62,debit,completed,-20427.759999999987,,,5000,,,9529.24,63.0,15401.48,101
560,561,2023-07-15,1,Checking,Utilities,Comcast,204.18,debit,completed,-20631.939999999988,,,5000,,,8867.09,61.0,13999.15,95
561,562,2023-07-16,1,Checking,Dining,Starbucks,273.42,debit,completed,-20905.359999999986,,,5000,,,13425.619999999999,79.0,19737.97,120
562,563,2023-07-17,1,Checking,Rent,Rent Payment,50.67,debit,completed,-20956.029999999984,,,5000,,,10299.59,68.0,17219.66,110
563,564,2023-07-18,1,Checking,Entertainment,Spotify,159.87,debit,completed,-21115.899999999983,,,5000,,,10627.59,70.0,16169.18,108
564,565,2023-07-19,1,Checking,Groceries,Walmart,12.25,debit,completed,-21128.149999999983,,,5000,,,8829.12,62.0,14691.57,101
565,566,2023-07-20,1,Checking,Groceries,Walmart,238.54,debit,completed,-21366.689999999984,,,5000,,,8829.12,62.0,14691.57,101
566,567,2023-07-21,1,Checking,Rent,Rent Payment,175.86,debit,completed,-21542.549999999985,,,5000,,,10299.59,68.0,17219.66,110
567,568,2023-07-22,1,Checking,Rent,Rent Payment,234.14,credit,completed,-21308.409999999985,,,5000,,,10299.59,68.0,17219.66,110
568,569,2023-07-23,1,Checking,Groceries,Walmart,70.35,credit,completed,-21238.059999999987,,,5000,,,8829.12,62.0,14691.57,101
569,570,2023-07-24,1,Checking,Dining,Chipotle,119.77,debit,completed,-21357.829999999987,,,5000,,,13425.619999999999,79.0,19737.97,120
570,571,2023-07-25,1,Checking,Shopping,Target,120.56,debit,completed,-21478.38999999999,,,5000,,,9529.24,63.0,15401.48,101
571,572,2023-07-26,1,Checking,Groceries,Whole Foods,142.63,debit,completed,-21621.01999999999,,,5000,,,8829.12,62.0,14691.57,101
572,573,2023-07-27,1,Checking,Utilities,Comcast,266.62,credit,completed,-21354.39999999999,,,5000,,,8867.09,61.0,13999.15,95
573,574,2023-07-28,1,Checking,Entertainment,Movie Theater,255.38,debit,completed,-21609.77999999999,,,5000,,,10627.59,70.0,16169.18,108
574,575,2023-07-29,1,Checking,Groceries,Whole Foods,109.09,debit,completed,-21718.86999999999,,,5000,,,8829.12,62.0,14691.57,101
575,576,2023-07-30,1,Checking,Shopping,Best Buy,272.4,debit,completed,-21991.269999999993,,,5000,,,9529.24,63.0,15401.48,101
576,577,2023-07-31,1,Checking,Healthcare,CVS,157.5,credit,pending,-21833.769999999993,,,5000,,,13175.28,80.0,16608.36,106
577,578,2023-08-01,1,Checking,Utilities,Con Edison,239.65,debit,completed,-22073.419999999995,,,5000,,,8867.09,61.0,13999.15,95
578,579,2023-08-02,1,Checking,Healthcare,Walgreens,107.66,debit,completed,-22181.079999999994,,,5000,,,13175.28,80.0,16608.36,106
579,580,2023-08-03,1,Checking,Utilities,Con Edison,120.44,debit,completed,-22301.519999999993,,,5000,,,8867.09,61.0,13999.15,95
580,581,2023-08-04,1,Checking,Entertainment,Netflix,216.25,credit,completed,-22085.269999999993,,,5000,,,10627.59,70.0,16169.18,108
581,582,2023-08-05,1,Checking,Rent,Rent Payment,286.57,debit,completed,-22371.839999999993,,,5000,,,10299.59,68.0,17219.66,110
582,583,2023-08-06,1,Checking,Groceries,Whole Foods,125.32,debit,completed,-22497.159999999993,,,5000,,,8829.12,62.0,14691.57,101
583,584,2023-08-07,1,Checking,Healthcare,Walgreens,67.83,debit,pending,-22564.989999999994,,,5000,,,13175.28,80.0,16608.36,106
584,585,2023-08-08,1,Checking,Utilities,Con Edison,111.13,credit,completed,-22453.859999999993,,,5000,,,8867.09,61.0,13999.15,95
585,586,2023-08-09,1,Checking,Dining,Starbucks,35.19,credit,pending,-22418.669999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
586,587,2023-08-10,1,Checking,Entertainment,Spotify,144.49,credit,completed,-22274.179999999993,,,5000,,,10627.59,70.0,16169.18,108
587,588,2023-08-11,1,Checking,Shopping,Target,72.48,credit,completed,-22201.699999999993,,,5000,,,9529.24,63.0,15401.48,101
588,589,2023-08-12,1,Checking,Dining,Chipotle,172.57,credit,pending,-22029.129999999994,,,5000,,,13425.619999999999,79.0,19737.97,120
589,590,2023-08-13,1,Checking,Dining,Chipotle,72.54,debit,completed,-22101.669999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
590,591,2023-08-14,1,Checking,Healthcare,CVS,80.34,debit,completed,-22182.009999999995,,,5000,,,13175.28,80.0,16608.36,106
591,592,2023-08-15,1,Checking,Entertainment,Movie Theater,237.67,debit,completed,-22419.679999999993,,,5000,,,10627.59,70.0,16169.18,108
592,593,2023-08-16,1,Checking,Healthcare,Walgreens,255.9,debit,completed,-22675.579999999994,,,5000,,,13175.28,80.0,16608.36,106
593,594,2023-08-17,1,Checking,Entertainment,Netflix,127.13,debit,completed,-22802.709999999995,,,5000,,,10627.59,70.0,16169.18,108
594,595,2023-08-18,1,Checking,Healthcare,CVS,128.47,debit,completed,-22931.179999999997,,,5000,,,13175.28,80.0,16608.36,106
595,596,2023-08-19,1,Checking,Dining,McDonald's,190.16,debit,completed,-23121.339999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
596,597,2023-08-20,1,Checking,Entertainment,Spotify,260.52,debit,pending,-23381.859999999997,,,5000,,,10627.59,70.0,16169.18,108
